Symbol,Structure,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,,,,,,,,,,,,,
PMA,ETF,0.75%,$0.31,1.83%,$6.00 ,0.2," 1,453 ", 1.30 ,,,,,,,,,,,,,
DFVS,ETN,0.75%,,,$5.90 ,0.1," 3,380 ", 1.96 ,,,,,,,,,,,,,
FBZ,ETF,0.82%,$0.07,3.43%,$5.90 ,0.3," 4,905 ", (2.61),,,,,,,,,,,,,
IDHB,ETF,0.25%,$0.13,2.53%,$5.90 ,0.2," 6,784 ", 1.84 ,,,,,,,,,,,,,
FEG,ETF,0.19%,$0.09,1.51%,$5.80 ,0.3," 20,700 ", (1.57),,,,,,,,,,,,,
JUNR,ETF,0.69%,$1.13,7.48%,$5.80 ,0.4," 6,161 ", (3.06),,,,,,,,,,,,,
RUSS,ETF,0.95%,,,$5.80 ,0.5," 33,842 ", (4.95),,,,,,,,,,,,,
SKOR,ETF,0.79%,$0.52,2.21%,$5.80 ,0.3," 3,650 ", (2.00),,,,,,,,,,,,,
IPLT,ETN,1.35%,,,$5.70 ,0.1," 9,067 ", (9.75),,,,,,,,,,,,,
REW,ETF,0.95%,$26.50,,$5.70 ,0.3," 3,711 ", (2.29),,,,,,,,,,,,,
VIXH,ETF,0.60%,$0.09,1.88%,$5.70 ,0.3," 3,613 ", 0.91 ,,,,,,,,,,,,,
AGA,ETN,0.75%,,,$5.60 ,0.3," 2,235 ", 4.80 ,,,,,,,,,,,,,
UVU,ETF,0.95%,$0.09,0.16%,$5.60 ,0.1, 662 , 3.12 ,,,,,,,,,,,,,
AXJS,ETF,0.75%,$0.91,2.32%,$5.50 ,0.1, 589 , 3.32 ,,,,,,,,,,,,,
DENT,ETF,1.60%,$0.03,0.16%,$5.50 ,0.3," 3,106 ", (0.65),,,,,,,,,,,,,
FKO,ETF,0.80%,$0.09,80.10%,$5.50 ,0.2," 3,733 ", 1.88 ,,,,,,,,,,,,,
LBTA,ETF,0.20%,$0.87,2.85%,$5.50 ,0.1," 12,278 ", 1.09 ,,,,,,,,,,,,,
SFLA,ETN,0.35%,,,$5.50 ,0, 143 , 5.35 ,,,,,,,,,,,,,
XGC,ETF,0.45%,$0.61,3.35%,$5.50 ,0.3," 1,944 ", 3.72 ,,,,,,,,,,,,,
AXEN,ETF,0.48%,$0.79,3.16%,$5.40 ,0.1," 3,046 ", 1.44 ,,,,,,,,,,,,,
CONG,ETF,0.37%,$0.54,1.64%,$5.40 ,0.1," 15,696 ", 1.10 ,,,,,,,,,,,,,
EGRW,ETF,0.49%,$0.46,1.31%,$5.40 ,0.1, 881 , 3.39 ,,,,,,,,,,,,,
EMDI,ETF,0.66%,$0.22,0.64%,$5.40 ,0.1," 3,341 ", (2.79),,,,,,,,,,,,,
HMTM,ETF,0.20%,$0.27,1.87%,$5.40 ,0.1," 3,148 ", 1.70 ,,,,,,,,,,,,,
SHMO,ETF,0.30%,$0.15,0.92%,$5.40 ,0.1," 1,012 ", 1.96 ,,,,,,,,,,,,,
VXDD,ETN,0.85%,,,$5.40 ,0.1, 209 , (4.22),,,,,,,,,,,,,
AGRG,ETF,0.37%,$0.13,0.74%,$5.30 ,0.1," 1,358 ", 2.45 ,,,,,,,,,,,,,
CHLC,ETF,0.39%,$0.13,3.24%,$5.30 ,0.2," 4,325 ", 0.58 ,,,,,,,,,,,,,
DBIZ,ETF,1.62%,,,$5.30 ,0.2," 9,628 ", (0.91),,,,,,,,,,,,,
GRPC,ETF,0.37%,$0.32,1.61%,$5.30 ,0.1," 9,030 ", 1.83 ,,,,,,,,,,,,,
JCO,ETF,0.58%,,,$5.30 ,0.2," 6,388 ", (1.34),,,,,,,,,,,,,
SDP,ETF,0.95%,$0.09,0.53%,$5.30 ,0.2," 7,689 ", 2.29 ,,,,,,,,,,,,,
SFSA,ETN,0.35%,,,$5.30 ,0.5," 14,919 ", (10.36),,,,,,,,,,,,,
SLBT,ETF,0.30%,$0.31,1.66%,$5.30 ,0.1, 373 , 2.31 ,,,,,,,,,,,,,
SMIN,ETF,0.74%,$0.12,0.56%,$5.30 ,0.3," 2,464 ", 3.88 ,,,,,,,,,,,,,
UBD,ETF,0.27%,$0.05,1.77%,$5.30 ,0.1,, -   ,,,,,,,,,,,,,
XLVO,ETF,0.25%,$0.31,2.80%,$5.30 ,0.1," 1,269 ", 1.53 ,,,,,,,,,,,,,
FILL,ETF,0.39%,$0.30,2.48%,$5.20 ,0.2," 4,185 ", 1.95 ,,,,,,,,,,,,,
FMF,ETF,0.95%,$1.21,2.37%,$5.20 ,0.1," 5,102 ", 0.70 ,,,,,,,,,,,,,
GMMB,ETF,0.35%,$0.12,2.83%,$5.20 ,0.1," 1,080 ", 1.76 ,,,,,,,,,,,,,
JGBL,ETN,0.50%,,,$5.20 ,0.3," 23,368 ", 0.39 ,,,,,,,,,,,,,
SMDD,ETF,0.95%,,,$5.20 ,0.4," 16,166 ", (3.54),,,,,,,,,,,,,
XHMO,ETF,0.25%,$0.56,2.98%,$5.20 ,0.1, 429 , -   ,,,,,,,,,,,,,
XLBT,ETF,0.25%,$0.19,2.17%,$5.20 ,0.1," 2,330 ", 2.17 ,,,,,,,,,,,,,
AXFN,ETF,0.48%,$0.25,2.67%,$5.10 ,0.2," 2,815 ", 1.72 ,,,,,,,,,,,,,
BRZU,ETF,1.08%,$0.04,0.19%,$5.10 ,0.3," 15,030 ", (6.95),,,,,,,,,,,,,
GMTB,ETF,0.35%,$0.10,2.93%,$5.10 ,0.1, 721 , (1.14),,,,,,,,,,,,,
IDXJ,ETF,0.61%,$0.09,0.81%,$5.10 ,0.5," 13,070 ", (2.29),,,,,,,,,,,,,
TZW,ETF,0.32%,$0.07,1.86%,$5.10 ,0.2," 5,387 ", 0.95 ,,,,,,,,,,,,,
FOS,ETF,0.12%,$0.10,1.40%,$5.00 ,0.2," 23,250 ", (1.77),,,,,,,,,,,,,
HVOL,ETF,0.20%,$0.17,1.22%,$5.00 ,0.1," 3,005 ", 3.73 ,,,,,,,,,,,,,
JGBB,ETF,0.50%,,,$5.00 ,0.1,, -   ,,,,,,,,,,,,,
LWPE,ETF,0.37%,$0.28,2.03%,$5.00 ,0.1, 314 , 2.91 ,,,,,,,,,,,,,
MLPS,ETN,0.85%,,,$5.00 ,0.4," 6,963 ", (2.94),,,,,,,,,,,,,
UHN,Commodity Pool,0.60%,,,$5.00 ,0.2," 3,181 ", 1.52 ,,,,,,,,,,,,,
ULQ,ETF,0.27%,$0.01,0.01%,$5.00 ,0.1,, -   ,,,,,,,,,,,,,
YDIV,ETF,0.79%,$0.32,2.50%,$5.00 ,0.3," 4,831 ", (1.28),,,,,,,,,,,,,
BTAH,ETF,0.99%,,,$4.90 ,0.2," 4,241 ", (2.82),,,,,,,,,,,,,
GIY,ETF,0.27%,$0.07,4.01%,$4.90 ,0.1," 2,474 ", (0.97),,,,,,,,,,,,,
HBTA,ETF,0.20%,$0.24,1.94%,$4.90 ,0.1, 637 , (2.56),,,,,,,,,,,,,
LSC,ETN,0.75%,,,$4.90 ,0.9," 6,430 ", (2.28),,,,,,,,,,,,,
CNTR,ETF,0.37%,$0.29,1.88%,$4.80 ,0.1, 217 , 3.08 ,,,,,,,,,,,,,
EFU,ETF,0.95%,$24.12,,$4.80 ,0.1," 2,705 ", (2.36),,,,,,,,,,,,,
HGEM,ETF,0.85%,$0.04,0.16%,$4.80 ,0.2," 2,961 ", (2.58),,,,,,,,,,,,,
JJN,ETN,0.75%,,,$4.80 ,0.3," 3,424 ", (3.89),,,,,,,,,,,,,
VXCC,ETN,0.85%,,,$4.80 ,0.1," 1,165 ", (3.99),,,,,,,,,,,,,
DBCN,ETF,0.51%,$0.74,3.74%,$4.70 ,0.2," 2,120 ", 2.63 ,,,,,,,,,,,,,
FCA,ETF,0.80%,$0.04,2.85%,$4.70 ,0.2," 6,884 ", 2.17 ,,,,,,,,,,,,,
JGBT,ETN,0.95%,,,$4.70 ,0.2," 3,141 ", 0.69 ,,,,,,,,,,,,,
SDD,ETF,0.95%,$28.78,,$4.70 ,0.4," 9,195 ", (2.94),,,,,,,,,,,,,
TCHI,ETN,1.10%,,,$4.70 ,0.2," 3,544 ", (6.48),,,,,,,,,,,,,
UBM,ETN,0.65%,,,$4.70 ,0.3," 3,417 ", (1.70),,,,,,,,,,,,,
FLAT,ETN,0.75%,,,$4.60 ,0.1," 2,330 ", (1.61),,,,,,,,,,,,,
CHIE,ETF,0.65%,$0.25,1.68%,$4.50 ,0.3," 7,940 ", 2.03 ,,,,,,,,,,,,,
JFT,ETN,0.95%,,,$4.50 ,0.1," 1,344 ", 6.78 ,,,,,,,,,,,,,
RRF,ETF,0.60%,$0.23,1.59%,$4.50 ,0.1, 950 , (4.92),,,,,,,,,,,,,
UBC,ETN,0.65%,,,$4.50 ,0.2," 10,430 ", (5.55),,,,,,,,,,,,,
UMX,ETF,0.95%,,,$4.50 ,0.1," 1,945 ", 3.96 ,,,,,,,,,,,,,
EMDD,ETF,0.85%,$0.08,0.38%,$4.40 ,0.2," 4,090 ", (1.83),,,,,,,,,,,,,
INCO,ETF,0.89%,,,$4.40 ,0.2," 3,753 ", (2.66),,,,,,,,,,,,,
LHB,ETF,0.95%,,,$4.40 ,0.3," 21,494 ", (4.77),,,,,,,,,,,,,
SHBT,ETF,0.30%,$0.17,0.98%,$4.40 ,0.1," 1,868 ", (5.10),,,,,,,,,,,,,
VSPR,ETF,0.45%,$0.22,1.56%,$4.40 ,0.1, 891 , 2.82 ,,,,,,,,,,,,,
CHII,ETF,0.65%,$0.16,1.32%,$4.30 ,0.4," 7,487 ", 2.26 ,,,,,,,,,,,,,
GGOV,ETF,0.45%,$0.08,1.91%,$4.30 ,0.1," 4,386 ", 0.95 ,,,,,,,,,,,,,
INSD,ETF,0.65%,$0.21,4.80%,$4.30 ,0.1, 367 , (3.10),,,,,,,,,,,,,
LPLT,ETN,1.35%,,,$4.30 ,0.1," 1,400 ", (13.29),,,,,,,,,,,,,
PEX,ETF,0.60%,$0.02,0.04%,$4.30 ,0.1, 696 , 3.73 ,,,,,,,,,,,,,
PFEM,,0.50%,$0.08,2.91%,$4.30 ,0.2," 9,100 ", (1.33),,,,,,,,,,,,,
RTSA,ETN,0.50%,,,$4.30 ,0.3," 17,523 ", (9.02),,,,,,,,,,,,,
AXDI,ETF,0.48%,$0.64,1.82%,$4.20 ,0.1, 643 , 1.69 ,,,,,,,,,,,,,
BVL,ETN,0.75%,,,$4.20 ,0.4," 1,247 ", 1.00 ,,,,,,,,,,,,,
CHIB,ETF,0.65%,$0.15,1.08%,$4.20 ,0.3," 3,102 ", 1.74 ,,,,,,,,,,,,,
SHVY,ETF,0.30%,$0.02,0.11%,$4.20 ,0.1," 3,242 ", (4.21),,,,,,,,,,,,,
BOM,ETN,0.75%,,,$4.10 ,0.3," 2,067 ", (5.59),,,,,,,,,,,,,
BSC,ETN,0.75%,$0.09,0.78%,$4.10 ,0.4," 1,538 ", 1.04 ,,,,,,,,,,,,,
DEFL,ETN,0.75%,,,$4.10 ,0.1, 150 , 2.98 ,,,,,,,,,,,,,
EMCR,ETF,0.70%,$0.04,0.20%,$4.10 ,0.2," 5,985 ", (1.98),,,,,,,,,,,,,
GASX,ETF,0.95%,,,$4.10 ,0.2," 36,813 ", (6.41),,,,,,,,,,,,,
GVT,ETF,0.79%,$0.18,0.42%,$4.10 ,0.1," 5,969 ", 1.58 ,,,,,,,,,,,,,
HFIN,ETF,0.70%,,,$4.10 ,0.1,, -   ,,,,,,,,,,,,,
MFLA,ETN,0.80%,,,$4.10 ,0,, -   ,,,,,,,,,,,,,
OTP,ETF,0.60%,$0.25,0.89%,$4.10 ,0.2," 16,244 ", 1.24 ,,,,,,,,,,,,,
SCC,ETF,0.95%,$33.92,,$4.10 ,0.2," 2,278 ", (2.09),,,,,,,,,,,,,
TBZ,ETF,0.95%,,,$4.10 ,0.1," 2,588 ", 1.29 ,,,,,,,,,,,,,
UWC,ETF,0.95%,$0.07,0.11%,$4.10 ,0.1, 471 , 2.53 ,,,,,,,,,,,,,
VLAT,ETF,0.45%,$0.17,0.58%,$4.10 ,0.1, 400 , (3.52),,,,,,,,,,,,,
BVT,ETN,0.75%,,,$4.00 ,0.4," 6,429 ", 0.87 ,,,,,,,,,,,,,
BXUB,ETN,0.75%,,,$4.00 ,0, 403 , 2.48 ,,,,,,,,,,,,,
EEHB,ETF,0.29%,$0.19,2.68%,$4.00 ,0.2," 18,912 ", (2.29),,,,,,,,,,,,,
TGEM,ETF,0.85%,$0.62,3.06%,$4.00 ,0.2," 4,448 ", 3.08 ,,,,,,,,,,,,,
AGF,ETN,0.75%,,,$3.90 ,0.2," 3,536 ", (6.18),,,,,,,,,,,,,
DBBR,ETF,1.13%,$1.82,19.85%,$3.80 ,0.3," 3,727 ", (2.11),,,,,,,,,,,,,
EIPL,ETN,0.65%,,,$3.80 ,0.1," 2,746 ", 5.35 ,,,,,,,,,,,,,
EKH,Grantor Trust,,$0.04,3.31%,$3.80 ,0.1, 662 , 1.50 ,,,,,,,,,,,,,
ENFR,ETF,0.65%,,,$3.80 ,0.2,, 1.01 ,,,,,,,,,,,,,
FHK,ETF,0.80%,$0.11,3.19%,$3.80 ,0.1," 1,872 ", 1.19 ,,,,,,,,,,,,,
FINF,ETF,0.75%,$0.21,1.89%,$3.80 ,0.1, 433 , 3.04 ,,,,,,,,,,,,,
FMM,ETF,0.12%,$0.08,1.34%,$3.80 ,0.2," 14,600 ", (1.27),,,,,,,,,,,,,
MRGR,ETF,0.75%,$0.04,1.66%,$3.80 ,0.1, 452 , (1.58),,,,,,,,,,,,,
BRIL,ETF,0.95%,$0.11,0.59%,$3.70 ,0.2," 8,450 ", (4.61),,,,,,,,,,,,,
CMD,Commodity Pool,0.95%,,,$3.70 ,0.1, 546 , (4.68),,,,,,,,,,,,,
GCE,ETN,0.95%,$0.28,4.19%,$3.70 ,0.2," 11,405 ", 1.10 ,,,,,,,,,,,,,
RINF,ETF,0.75%,$0.13,1.28%,$3.70 ,0.1," 1,354 ", 2.50 ,,,,,,,,,,,,,
XXV,ETN,0.89%,,,$3.70 ,0.1," 3,050 ", 0.14 ,,,,,,,,,,,,,
FDTS,ETF,0.80%,$0.21,3.49%,$3.60 ,0.1," 1,771 ", 1.23 ,,,,,,,,,,,,,
INFL,ETN,0.75%,,,$3.60 ,0.1, 180 , (3.28),,,,,,,,,,,,,
CSMN,ETN,1.05%,,,$3.50 ,0.2," 4,834 ", (3.16),,,,,,,,,,,,,
FFL,ETF,0.19%,$0.10,1.56%,$3.50 ,0.2," 10,400 ", (1.44),,,,,,,,,,,,,
TYD,ETF,0.95%,$0.19,0.25%,$3.50 ,0.1," 3,002 ", (1.67),,,,,,,,,,,,,
UUPT,ETN,0.95%,,,$3.50 ,0.2," 17,319 ", 2.27 ,,,,,,,,,,,,,
BDD,ETN,0.75%,,,$3.40 ,0.4," 5,215 ", 3.72 ,,,,,,,,,,,,,
BOS,ETN,0.75%,,0.15%,$3.40 ,0.2," 2,790 ", (5.13),,,,,,,,,,,,,
COLX,ETF,0.75%,$0.25,1.43%,$3.40 ,0.2," 1,356 ", (1.89),,,,,,,,,,,,,
UWTI,ETN,1.35%,,,$3.40 ,0.1," 8,222 ", 4.44 ,,,,,,,,,,,,,
YXI,ETF,0.95%,,,$3.40 ,0.1," 1,185 ", (3.10),,,,,,,,,,,,,
AXID,ETF,0.48%,$0.38,1.93%,$3.30 ,0.1," 1,533 ", 2.72 ,,,,,,,,,,,,,
AXIT,ETF,0.48%,$0.47,1.21%,$3.30 ,0.1, 664 , 3.25 ,,,,,,,,,,,,,
DIRT,ETN,0.75%,,,$3.30 ,0.1, 946 , (1.39),,,,,,,,,,,,,
EMLB,ETN,0.80%,,,$3.30 ,0, 167 , -   ,,,,,,,,,,,,,
FINZ,ETF,0.95%,,,$3.30 ,0.1," 1,207 ", (4.29),,,,,,,,,,,,,
OLEM,ETN,0.75%,,,$3.30 ,0.1," 1,388 ", (1.88),,,,,,,,,,,,,
AXTE,ETF,0.48%,$0.79,3.24%,$3.20 ,0.1," 2,874 ", 2.60 ,,,,,,,,,,,,,
BXDC,ETN,0.40%,,,$3.20 ,0.3," 8,807 ", (12.00),,,,,,,,,,,,,
ERO,ETN,0.40%,,,$3.20 ,0.1, 546 , 15.35 ,,,,,,,,,,,,,
GRV,ETF,1.49%,,,$3.20 ,0.2," 2,767 ", (0.92),,,,,,,,,,,,,
IGS,ETF,0.95%,,,$3.20 ,0.1," 8,783 ", (1.04),,,,,,,,,,,,,
KFYP,ETF,0.68%,,,$3.20 ,0.1, 908 , 2.14 ,,,,,,,,,,,,,
NINI,ETN,0.75%,,,$3.20 ,0.1," 7,520 ", 3.13 ,,,,,,,,,,,,,
SFK,ETF,0.95%,$33.00,,$3.20 ,0.1," 1,776 ", (3.78),,,,,,,,,,,,,
SIJ,ETF,0.00%,$47.90,,$3.20 ,0.2," 7,581 ", (2.30),,,,,,,,,,,,,
BUND,ETF,0.45%,$0.18,0.81%,$3.10 ,0, 629 , 2.03 ,,,,,,,,,,,,,
CRBI,ETF,0.65%,$0.26,2.43%,$3.10 ,0.1," 1,181 ", (2.30),,,,,,,,,,,,,
FCV,ETF,0.87%,$0.08,0.41%,$3.10 ,0.1," 1,000 ", 0.51 ,,,,,,,,,,,,,
GDAY,Commodity Pool,0.95%,,,$3.10 ,0.1," 2,491 ", (2.09),,,,,,,,,,,,,
GSRA,ETF,0.55%,$0.06,0.67%,$3.10 ,0.1," 4,139 ", 1.71 ,,,,,,,,,,,,,
DPU,ETN,0.75%,,,$3.00 ,0.2," 2,943 ", (6.40),,,,,,,,,,,,,
EATX,ETF,0.65%,$0.18,1.17%,$3.00 ,0.2," 2,775 ", 1.42 ,,,,,,,,,,,,,
FGEM,ETF,0.85%,$0.41,2.05%,$3.00 ,0.2," 12,176 ", 2.75 ,,,,,,,,,,,,,
UCD,Commodity Pool,0.95%,,,$3.00 ,0.2," 1,457 ", (2.86),,,,,,,,,,,,,
WEET,ETN,0.75%,,,$3.00 ,0.1, 650 , (3.45),,,,,,,,,,,,,
XOIL,ETF,0.49%,$0.06,0.43%,$3.00 ,0.2," 4,640 ", 2.61 ,,,,,,,,,,,,,
BARN,ETF,0.68%,$0.10,0.69%,$2.90 ,0.2," 3,435 ", 1.67 ,,,,,,,,,,,,,
BTAL,ETF,0.81%,$0.00,0.01%,$2.90 ,0.2," 18,890 ", (1.43),,,,,,,,,,,,,
FCL,ETF,0.19%,$0.09,1.22%,$2.90 ,0.1," 4,250 ", (1.53),,,,,,,,,,,,,
FCQ,ETF,0.19%,$0.16,2.69%,$2.90 ,0.1," 7,650 ", (1.32),,,,,,,,,,,,,
GGGG,ETF,0.59%,$0.01,0.13%,$2.90 ,0.3," 6,215 ", (4.45),,,,,,,,,,,,,
LD,ETN,0.75%,,,$2.90 ,0.1, 866 , 2.30 ,,,,,,,,,,,,,
SKK,ETF,0.95%,$2.40,6.58%,$2.90 ,0.3," 4,351 ", (3.21),,,,,,,,,,,,,
DEE,ETN,0.75%,,,$2.80 ,0.1," 2,872 ", 4.55 ,,,,,,,,,,,,,
EMHD,ETF,0.85%,$0.02,1.03%,$2.80 ,0.2," 3,331 ", (1.62),,,,,,,,,,,,,
FOC,ETF,0.87%,$0.12,0.60%,$2.80 ,0.1," 5,832 ", 0.97 ,,,,,,,,,,,,,
UJB,ETF,0.95%,,,$2.80 ,0.1," 3,454 ", 0.79 ,,,,,,,,,,,,,
YCL,Commodity Pool,0.95%,,,$2.80 ,0.2," 3,712 ", (1.93),,,,,,,,,,,,,
EEN,ETF,0.35%,$0.58,3.24%,$2.70 ,0.2," 1,014 ", 4.45 ,,,,,,,,,,,,,
GBB,ETN,0.40%,,,$2.70 ,0.1, 372 , 2.47 ,,,,,,,,,,,,,
INDZ,ETF,0.95%,,,$2.70 ,0.1," 10,417 ", (4.00),,,,,,,,,,,,,
KORU,ETF,0.95%,,,$2.70 ,0.1," 2,050 ", 5.55 ,,,,,,,,,,,,,
MATL,ETF,0.95%,,,$2.70 ,0.1," 1,638 ", 3.66 ,,,,,,,,,,,,,
MFSA,ETN,0.80%,,,$2.70 ,0.1,, -   ,,,,,,,,,,,,,
GSMA,ETF,1.14%,$0.07,0.90%,$2.60 ,0.1," 8,657 ", 2.13 ,,,,,,,,,,,,,
IGU,ETF,0.95%,,,$2.60 ,0.1," 7,971 ", 1.87 ,,,,,,,,,,,,,
KBWX,ETF,0.40%,$0.32,5.88%,$2.60 ,0.1," 3,386 ", 1.73 ,,,,,,,,,,,,,
RMB,ETF,0.65%,$0.06,2.01%,$2.60 ,0.1," 6,144 ", 0.76 ,,,,,,,,,,,,,
RUDR,ETF,0.65%,$0.94,2.34%,$2.60 ,0.1," 3,347 ", -   ,,,,,,,,,,,,,
ULE,Commodity Pool,0.95%,,,$2.60 ,0.1," 3,012 ", (1.60),,,,,,,,,,,,,
VROM,ETF,0.65%,$0.07,0.54%,$2.60 ,0.2," 1,665 ", 2.79 ,,,,,,,,,,,,,
VXBB,ETN,0.85%,,,$2.60 ,0.1, 387 , (9.92),,,,,,,,,,,,,
AXMT,ETF,0.48%,$0.48,2.35%,$2.50 ,0.1," 1,076 ", 3.26 ,,,,,,,,,,,,,
BRZS,ETF,1.10%,,,$2.50 ,0.1," 1,760 ", 7.27 ,,,,,,,,,,,,,
CANE,Commodity Pool,2.32%,,,$2.50 ,0.2," 1,411 ", (1.38),,,,,,,,,,,,,
CVOL,ETN,1.15%,,,$2.50 ,0.7," 36,353 ", (7.67),,,,,,,,,,,,,
DIVS,ETF,0.38%,$0.21,1.58%,$2.50 ,0.1," 1,533 ", 1.36 ,,,,,,,,,,,,,
EMDR,ETF,0.65%,$0.32,1.46%,$2.50 ,0.1," 3,443 ", 3.80 ,,,,,,,,,,,,,
FLYX,ETF,0.55%,$0.13,0.53%,$2.50 ,0.1, 795 , (2.95),,,,,,,,,,,,,
JJU,ETN,0.75%,,,$2.50 ,0.1," 1,916 ", (1.62),,,,,,,,,,,,,
LSTK,ETN,0.75%,,,$2.50 ,0.1," 1,279 ", 1.47 ,,,,,,,,,,,,,
ONG,ETN,0.75%,,,$2.50 ,0.1, 100 , (8.60),,,,,,,,,,,,,
CHNA,ETF,0.50%,,,$2.40 ,0.1,, (2.26),,,,,,,,,,,,,
COWL,ETF,0.95%,,,$2.40 ,0.1," 5,480 ", 4.03 ,,,,,,,,,,,,,
EMFT,ETF,0.50%,$0.38,3.86%,$2.40 ,0.1," 3,365 ", 2.03 ,,,,,,,,,,,,,
RXD,ETF,0.95%,$29.66,,$2.40 ,0.1," 1,926 ", (3.38),,,,,,,,,,,,,
SGAR,ETN,0.75%,,,$2.40 ,0.1, 760 , (2.11),,,,,,,,,,,,,
ALUM,ETF,0.69%,$0.11,1.14%,$2.30 ,0.3," 2,509 ", 2.53 ,,,,,,,,,,,,,
BXDD,ETN,0.40%,,,$2.30 ,0.2,, -   ,,,,,,,,,,,,,
CPER,Commodity Pool,0.65%,,,$2.30 ,0.1," 1,447 ", 1.71 ,,,,,,,,,,,,,
EMGX,ETF,0.69%,$0.40,1.77%,$2.30 ,0.1," 1,003 ", 3.76 ,,,,,,,,,,,,,
EMVX,ETF,0.69%,$0.36,1.55%,$2.30 ,0.1," 2,191 ", 3.53 ,,,,,,,,,,,,,
USAG,Commodity Pool,0.80%,,,$2.30 ,0.1," 4,383 ", (1.55),,,,,,,,,,,,,
VXAA,ETN,0.85%,,,$2.30 ,0.1," 1,417 ", (10.34),,,,,,,,,,,,,
CHIM,ETF,0.65%,$0.14,0.90%,$2.20 ,0.1," 4,661 ", (2.19),,,,,,,,,,,,,
FBM,ETF,0.19%,$0.11,1.78%,$2.20 ,0.1," 6,800 ", (1.92),,,,,,,,,,,,,
GSAX,ETF,1.22%,$0.16,0.73%,$2.20 ,0.1," 1,774 ", (2.85),,,,,,,,,,,,,
INR,ETN,0.55%,,,$2.20 ,0.1," 1,581 ", (4.09),,,,,,,,,,,,,
PQZ,ETF,0.75%,$0.07,0.49%,$2.20 ,0.2," 1,944 ", 1.89 ,,,,,,,,,,,,,
QGEM,ETF,0.85%,$0.35,1.59%,$2.20 ,0.1," 5,424 ", 2.61 ,,,,,,,,,,,,,
QLT,ETF,0.80%,$0.00,0.02%,$2.20 ,0.1," 8,500 ", 0.81 ,,,,,,,,,,,,,
USMI,Commodity Pool,0.70%,,,$2.20 ,0.1," 2,250 ", (2.84),,,,,,,,,,,,,
BRAF,ETF,0.77%,$0.50,4.83%,$2.10 ,0.2," 2,856 ", (2.56),,,,,,,,,,,,,
CRUD,Commodity Pool,1.00%,,,$2.10 ,0.1, 762 , (1.61),,,,,,,,,,,,,
GSGO,ETF,1.29%,$0.14,0.68%,$2.10 ,0.1," 8,685 ", (2.12),,,,,,,,,,,,,
IOIL,ETF,0.75%,$0.30,1.46%,$2.10 ,0.1," 6,498 ", (1.61),,,,,,,,,,,,,
PSTL,ETF,0.75%,$0.07,1.93%,$2.10 ,0.2," 1,588 ", (2.01),,,,,,,,,,,,,
SINF,ETF,0.75%,$0.03,0.27%,$2.10 ,0.1," 1,025 ", 2.94 ,,,,,,,,,,,,,
ADZ,ETN,0.75%,,,$2.00 ,0.1, 433 , (8.21),,,,,,,,,,,,,
AZIA,ETF,0.69%,,,$2.00 ,0.2," 5,181 ", (1.84),,,,,,,,,,,,,
CTNN,ETN,0.75%,,,$2.00 ,0.1, 470 , (3.32),,,,,,,,,,,,,
GMFS,ETF,0.65%,$0.06,12.08%,$2.00 ,0.1, 806 , (3.87),,,,,,,,,,,,,
LGEM,ETF,0.85%,$0.61,6.00%,$2.00 ,0.2," 12,436 ", 2.84 ,,,,,,,,,,,,,
SICK,ETF,0.95%,,,$2.00 ,0.1, 933 , (3.73),,,,,,,,,,,,,
TWON,ETF,0.79%,$0.54,2.73%,$2.00 ,0.1," 2,154 ", (1.57),,,,,,,,,,,,,
VIIZ,ETN,0.89%,,,$2.00 ,0.1," 13,892 ", (2.02),,,,,,,,,,,,,
DDG,ETF,0.95%,$24.31,,$1.90 ,0.1," 2,141 ", (1.88),,,,,,,,,,,,,
EMDG,ETF,0.85%,$0.06,0.30%,$1.90 ,0.1," 4,629 ", (2.04),,,,,,,,,,,,,
EMEY,ETF,0.66%,$0.24,2.65%,$1.90 ,0.1," 1,258 ", (3.31),,,,,,,,,,,,,
FCGS,ETF,0.95%,,,$1.90 ,0.1,, -   ,,,,,,,,,,,,,
RPX,ETF,0.89%,$0.35,0.90%,$1.90 ,0.1," 2,958 ", 1.80 ,,,,,,,,,,,,,
SJH,ETF,0.95%,$30.55,,$1.90 ,0.1," 1,038 ", (2.91),,,,,,,,,,,,,
TAGS,Commodity Pool,0.32%,,,$1.90 ,0.1," 2,521 ", (4.49),,,,,,,,,,,,,
TSXV,ETF,0.75%,$0.29,2.98%,$1.90 ,0.2," 1,933 ", 2.17 ,,,,,,,,,,,,,
UXJ,ETF,0.95%,,,$1.90 ,0.1," 1,527 ", (3.77),,,,,,,,,,,,,
BLNG,ETN,0.75%,,,$1.80 ,0.1, 579 , (5.71),,,,,,,,,,,,,
GRN,ETN,0.75%,,,$1.80 ,0.3," 7,446 ", (7.08),,,,,,,,,,,,,
NAGS,Commodity Pool,1.50%,,,$1.80 ,0.2," 4,224 ", 2.83 ,,,,,,,,,,,,,
RSUN,ETF,0.69%,,,$1.80 ,0.1," 1,520 ", (1.30),,,,,,,,,,,,,
TVIZ,ETN,1.65%,,,$1.80 ,0.1," 6,802 ", (4.02),,,,,,,,,,,,,
EEH,ETN,0.75%,,,$1.70 ,0.2," 2,122 ", (37.27),,,,,,,,,,,,,
